Age,Education,Occupation,Relationship,Sex,Country
26, Some-college, Adm-clerical, Own-child, Female, United-States
20, Some-college, Sales, Own-child, Female, United-States
37, Some-college, Exec-managerial, Husband, Male, United-States
40, Some-college, Adm-clerical, Unmarried, Female, United-States
22, Some-college, Other-service, Own-child, Female, United-States
32, Bachelors, Exec-managerial, Own-child, Female, United-States
41, Some-college, Tech-support, Not-in-family, Male, United-States
24, Assoc-acdm, Adm-clerical, Wife, Female, United-States
40, HS-grad, Exec-managerial, Husband, Male, United-States
37, Prof-school, Prof-specialty, Wife, Female, United-States
42, Masters, Adm-clerical, Husband, Male, United-States
56, 9th, Sales, Unmarried, Female, United-States
20, Some-college, Handlers-cleaners, Not-in-family, Male, United-States
55, HS-grad, Adm-clerical, Unmarried, Male, United-States
29, HS-grad, Craft-repair, Other-relative, Male, United-States
37, HS-grad, Craft-repair, Not-in-family, Male, United-States
61, Bachelors, Transport-moving, Husband, Male, United-States
26, Bachelors, Prof-specialty, Not-in-family, Male, United-States
49, Some-college, Craft-repair, Not-in-family, Male, United-States
18, 7th-8th, Farming-fishing, Own-child, Male, United-States
30, 9th, Farming-fishing, Other-relative, Male, United-States
24, HS-grad, Other-service, Own-child, Female,
24, HS-grad, Tech-support, Husband, Male, United-States
37, HS-grad, Transport-moving, Not-in-family, Male, United-States
37, HS-grad, Adm-clerical, Unmarried, Female, United-States
36, Some-college, Machine-op-inspct, Husband, Male, United-States
40, HS-grad, Farming-fishing, Husband, Male, United-States
44, HS-grad, Craft-repair, Husband, Male, United-States
43, HS-grad, Craft-repair, Husband, Male, United-States
19, Some-college, Handlers-cleaners, Not-in-family, Female, United-States
50, Masters, Exec-managerial, Wife, Female, United-States
17, 10th,, Own-child, Male, United-States
39, HS-grad, Adm-clerical, Wife, Female, United-States
43, HS-grad, Craft-repair, Unmarried, Male, United-States
43, HS-grad, Machine-op-inspct, Husband, Male, United-States
40, Masters, Prof-specialty, Not-in-family, Male, United-States
31, Some-college, Craft-repair, Not-in-family, Male, United-States
25, Bachelors, Craft-repair, Not-in-family, Male, United-States
30, Bachelors, Prof-specialty, Not-in-family, Male, United-States
55, 9th, Farming-fishing, Husband, Male, United-States
55, 7th-8th, Adm-clerical, Husband, Male, United-States
29, Some-college, Exec-managerial, Husband, Male, United-States
28, Bachelors, Adm-clerical, Not-in-family, Male, United-States
30, HS-grad, Craft-repair, Husband, Male, United-States
33, HS-grad, Sales, Husband, Male, United-States
23, HS-grad, Adm-clerical, Own-child, Male, United-States
71, 11th, Priv-house-serv, Not-in-family, Female, United-States
22, Some-college,, Husband, Male, United-States
21, Some-college, Sales, Not-in-family, Female, United-States
62, HS-grad,, Husband, Male, China
22, Some-college,, Unmarried, Female, United-States
49, HS-grad, Farming-fishing, Husband, Male, United-States
31, Assoc-acdm, Machine-op-inspct, Husband, Male, United-States
27, Assoc-acdm, Prof-specialty, Not-in-family, Male, United-States
27, Masters, Prof-specialty, Husband, Male, Hong
26, Some-college, Other-service, Not-in-family, Male, United-States
30, Some-college,, Husband, Male, United-States
17, 10th, Other-service, Own-child, Female, United-States
26, Some-college, Transport-moving, Not-in-family, Male, United-States
45, HS-grad, Adm-clerical, Not-in-family, Female, Canada
50, HS-grad, Craft-repair, Husband, Male, United-States
31, HS-grad, Farming-fishing, Unmarried, Male, United-States
51, Assoc-acdm, Adm-clerical, Not-in-family, Female, United-States
56, 9th, Machine-op-inspct, Unmarried, Female, United-States
24, Bachelors, Machine-op-inspct, Not-in-family, Male, United-States
29, 12th, Handlers-cleaners, Not-in-family, Male, Dominican-Republic
26, Some-college, Sales, Not-in-family, Male, United-States
51, Some-college, Exec-managerial, Husband, Male, United-States
32, HS-grad, Protective-serv, Husband, Male, United-States
47, Bachelors, Exec-managerial, Husband, Male, United-States
30, HS-grad, Machine-op-inspct, Not-in-family, Male, United-States
41, 11th,, Other-relative, Female, United-States
49, Some-college, Craft-repair, Husband, Male, United-States
40, Some-college, Prof-specialty, Husband, Male, United-States
62, HS-grad, Adm-clerical, Husband, Male, United-States
43, Bachelors, Prof-specialty, Husband, Male, United-States
76, 5th-6th, Handlers-cleaners, Not-in-family, Male, United-States
40, Masters,, Husband, Male, United-States
35, Bachelors, Sales, Husband, Male, United-States
27, HS-grad, Handlers-cleaners, Own-child, Female, United-States
54, Bachelors, Exec-managerial, Husband, Male, United-States
55, HS-grad, Sales, Husband, Male, United-States
21, Some-college, Sales, Own-child, Male, United-States
20, Some-college, Handlers-cleaners, Own-child, Male, United-States
39, HS-grad, Adm-clerical, Not-in-family, Female, United-States
26, Bachelors, Prof-specialty, Own-child, Male, United-States
20, HS-grad, Machine-op-inspct, Own-child, Female, United-States
28, HS-grad, Transport-moving, Husband, Male, United-States
56, Some-college, Other-service, Not-in-family, Male, United-States
39, 12th, Machine-op-inspct, Husband, Male, United-States
44, Bachelors, Exec-managerial, Husband, Male, United-States
55, HS-grad, Craft-repair, Husband, Male, United-States
54, HS-grad, Sales, Husband, Male, United-States
30, Bachelors, Prof-specialty, Not-in-family, Male, United-States
34, HS-grad, Protective-serv, Husband, Male, United-States
42, HS-grad, Transport-moving, Unmarried, Female, United-States
50, Some-college, Exec-managerial, Unmarried, Female, United-States
34, Some-college, Adm-clerical, Husband, Male, United-States
23, Assoc-voc, Craft-repair, Own-child, Male, United-States
27, Bachelors,, Unmarried, Male, Philippines
81, Bachelors,, Not-in-family, Male, United-States
47, 11th, Machine-op-inspct, Unmarried, Female, United-States
57, 5th-6th, Craft-repair, Husband, Male, United-States
65, Assoc-voc,, Wife, Female, United-States
33, Masters, Prof-specialty, Not-in-family, Male, United-States
37, HS-grad, Craft-repair, Unmarried, Female, United-States
53, Bachelors, Exec-managerial, Unmarried, Female, United-States
27, Bachelors, Adm-clerical, Not-in-family, Female, United-States
47, HS-grad, Craft-repair, Husband, Male, United-States
42, Assoc-acdm, Prof-specialty, Husband, Male, United-States
39, Some-college, Prof-specialty, Not-in-family, Male, United-States
58, Bachelors, Exec-managerial, Husband, Male, United-States
20, HS-grad, Adm-clerical, Other-relative, Male, United-States
19, HS-grad, Machine-op-inspct, Other-relative, Male, United-States
39, HS-grad, Craft-repair, Husband, Male, United-States
51, HS-grad, Exec-managerial, Not-in-family, Male, United-States
52, HS-grad, Sales, Not-in-family, Female, Germany
53, Some-college, Adm-clerical, Not-in-family, Female, United-States
50, Some-college, Sales, Husband, Male, United-States
36, HS-grad, Machine-op-inspct, Not-in-family, Male, United-States
30, Bachelors, Tech-support, Not-in-family, Female, United-States
30, Some-college, Adm-clerical, Unmarried, Female,
50, HS-grad, Sales, Husband, Male, United-States
76, 7th-8th, Priv-house-serv, Not-in-family, Female, United-States
46, Bachelors, Sales, Husband, Male, United-States
24, Some-college, Handlers-cleaners, Own-child, Male, United-States
26, HS-grad, Sales, Husband, Male, United-States
56, Prof-school, Prof-specialty, Husband, Male, United-States
50, Bachelors, Prof-specialty, Husband, Male, United-States
22, Some-college, Craft-repair, Husband, Male, United-States
23, Bachelors, Prof-specialty, Not-in-family, Female, United-States
51, HS-grad, Exec-managerial, Husband, Male, United-States
58, 10th, Transport-moving, Husband, Male, United-States
38, 9th, Other-service, Wife, Female, Haiti
45, Some-college, Machine-op-inspct, Husband, Male, United-States
55, HS-grad, Sales, Not-in-family, Male, United-States
45, Some-college, Sales, Husband, Male, United-States
42, Some-college, Machine-op-inspct, Not-in-family, Male, United-States
44, Bachelors, Adm-clerical, Husband, Male, United-States
60, Bachelors, Prof-specialty, Husband, Male, United-States
27, Some-college, Sales, Not-in-family, Male, United-States
25, Some-college, Exec-managerial, Husband, Male, United-States
61, Bachelors,, Not-in-family, Female, United-States
43, HS-grad, Exec-managerial, Husband, Male, United-States
44, Assoc-voc, Tech-support, Not-in-family, Male, United-States
63, 7th-8th, Other-service, Not-in-family, Female, United-States
46, Masters, Prof-specialty, Not-in-family, Female, United-States
47, Some-college, Exec-managerial, Husband, Male, United-States
37, Some-college, Sales, Not-in-family, Male, United-States
43, HS-grad, Exec-managerial, Unmarried, Female, United-States
46, Masters, Prof-specialty, Husband, Male, United-States
48, 10th,, Wife, Female, United-States
61, Assoc-acdm, Exec-managerial, Not-in-family, Female, United-States
53, HS-grad, Adm-clerical, Husband, Male, United-States
79, 7th-8th,, Husband, Male, United-States
44, HS-grad, Craft-repair, Not-in-family, Male, United-States
54, HS-grad, Exec-managerial, Husband, Male, United-States
22, Some-college, Prof-specialty, Own-child, Female, United-States
47, HS-grad, Transport-moving, Husband, Male, United-States
18, HS-grad, Other-service, Own-child, Female, United-States
25, 10th, Craft-repair, Husband, Male, Mexico
24, Some-college, Adm-clerical, Own-child, Female, Iran
37, Bachelors, Adm-clerical, Husband, Male, United-States
51, Some-college, Adm-clerical, Unmarried, Female, United-States
35, HS-grad, Craft-repair, Husband, Male, United-States
59, Some-college, Adm-clerical, Own-child, Female, United-States
46, Some-college, Craft-repair, Not-in-family, Male, Philippines
45, Assoc-voc, Protective-serv, Husband, Male, United-States
19, HS-grad, Other-service, Own-child, Male, United-States
22, HS-grad, Adm-clerical, Own-child, Female, United-States
41, Bachelors, Craft-repair, Husband, Male, United-States
33, HS-grad, Exec-managerial, Husband, Male, United-States
26, HS-grad, Adm-clerical, Not-in-family, Female, United-States
22, Some-college, Handlers-cleaners, Husband, Male, United-States
29, HS-grad, Prof-specialty, Husband, Male, United-States
22, HS-grad, Adm-clerical, Not-in-family, Female, United-States
34, Assoc-acdm, Tech-support, Husband, Male, United-States
23, 12th, Handlers-cleaners, Own-child, Male, United-States
20, HS-grad, Adm-clerical, Husband, Male, United-States
25, Bachelors, Prof-specialty, Not-in-family, Female, United-States
59, HS-grad, Adm-clerical, Husband, Male, United-States
44, Some-college, Craft-repair, Husband, Male, United-States
55, Some-college, Tech-support, Husband, Male, United-States
77, Some-college, Adm-clerical, Not-in-family, Female, United-States
42, Masters, Exec-managerial, Husband, Male, United-States
47, HS-grad, Craft-repair, Husband, Male, United-States
42, Some-college, Machine-op-inspct, Husband, Male, United-States
45, Some-college, Craft-repair, Husband, Male, United-States
23, HS-grad, Other-service, Husband, Male, Guatemala
60, 9th,, Husband, Male, United-States
23, Some-college, Craft-repair, Not-in-family, Male, United-States
52, HS-grad, Craft-repair, Husband, Male, United-States
49, HS-grad, Craft-repair, Husband, Male, United-States
20, Some-college, Craft-repair, Own-child, Male, United-States
20, HS-grad, Other-service, Not-in-family, Female, United-States
23, HS-grad, Other-service, Own-child, Female, United-States
30, Some-college, Craft-repair, Not-in-family, Male, United-States
45, HS-grad, Handlers-cleaners, Husband, Male, United-States
30, Prof-school, Other-service, Not-in-family, Male, United-States
17, 9th, Other-service, Own-child, Female, United-States
22, HS-grad, Sales, Not-in-family, Male, United-States
25, Bachelors, Handlers-cleaners, Own-child, Male, United-States
52, Some-college, Exec-managerial, Husband, Male, Canada
40, Some-college, Tech-support, Wife, Female, United-States
18, 10th,, Own-child, Male, United-States
58, HS-grad, Exec-managerial, Husband, Male, United-States
30, HS-grad, Craft-repair, Husband, Male, United-States
59, 10th, Handlers-cleaners, Husband, Male, United-States
29, Some-college, Other-service, Not-in-family, Female, Jamaica
26, Assoc-voc, Prof-specialty, Unmarried, Female, United-States
39, Bachelors, Prof-specialty, Unmarried, Female, Japan
33, Bachelors, Exec-managerial, Husband, Male, United-States
21, Some-college,, Own-child, Female, United-States
22, Some-college, Sales, Own-child, Male, United-States
25, Some-college, Craft-repair, Own-child, Male, United-States
19, Some-college,, Own-child, Female, United-States
44, Some-college, Prof-specialty, Unmarried, Female, United-States
35, HS-grad, Sales, Own-child, Female, United-States
40, HS-grad, Handlers-cleaners, Husband, Male, United-States
19, 11th, Adm-clerical, Own-child, Female, United-States
37, HS-grad, Craft-repair, Husband, Male, Mexico
32, Assoc-voc, Tech-support, Husband, Male, United-States
52, HS-grad, Transport-moving, Not-in-family, Male, United-States
36, HS-grad, Craft-repair, Husband, Male, United-States
38, Some-college, Craft-repair, Unmarried, Female, United-States
57, Bachelors, Machine-op-inspct, Not-in-family, Male, United-States
22, Some-college, Adm-clerical, Not-in-family, Female, United-States
80, HS-grad,, Husband, Male, Canada
20, Some-college, Adm-clerical, Own-child, Female, United-States
40, 11th, Machine-op-inspct, Not-in-family, Male, United-States
36, Bachelors, Farming-fishing, Husband, Male, United-States
27, HS-grad, Adm-clerical, Unmarried, Female, United-States
52, HS-grad, Adm-clerical, Not-in-family, Female, United-States
43, HS-grad, Transport-moving, Unmarried, Female, United-States
35, HS-grad, Transport-moving, Husband, Male, United-States
29, HS-grad, Farming-fishing, Husband, Male, United-States
27, Some-college, Machine-op-inspct, Own-child, Male, United-States
24, HS-grad,, Wife, Female, United-States
49, Masters, Exec-managerial, Husband, Male, United-States
26, Some-college, Craft-repair, Not-in-family, Male, United-States
47, HS-grad, Other-service, Not-in-family, Male, United-States
20, Some-college, Adm-clerical, Own-child, Female, United-States
19, HS-grad, Handlers-cleaners, Own-child, Male, United-States
34, Masters, Prof-specialty, Not-in-family, Male, United-States
20, HS-grad, Adm-clerical, Own-child, Female, United-States
23, 11th, Prof-specialty, Own-child, Male, United-States
25, Bachelors, Sales, Not-in-family, Male, United-States
21, HS-grad, Handlers-cleaners, Own-child, Male, United-States
25, HS-grad, Machine-op-inspct, Own-child, Male, United-States
63, Some-college, Protective-serv, Husband, Male, United-States
25, Bachelors, Tech-support, Not-in-family, Female, United-States
28, HS-grad, Machine-op-inspct, Own-child, Female, United-States
39, Masters, Prof-specialty, Not-in-family, Male, United-States
28, Some-college, Tech-support, Not-in-family, Female, United-States
30, Bachelors, Exec-managerial, Husband, Male, United-States
41, Assoc-voc, Prof-specialty, Unmarried, Female, United-States
52, Assoc-acdm, Other-service, Not-in-family, Female, United-States
36, HS-grad, Craft-repair, Husband, Male, United-States
47, Bachelors, Exec-managerial, Husband, Male, United-States
27, 9th, Other-service, Own-child, Male, Mexico
32, Some-college, Tech-support, Wife, Female, United-States
52, HS-grad, Sales, Husband, Male, United-States
50, HS-grad, Transport-moving, Husband, Male, United-States
21, Some-college, Adm-clerical, Other-relative, Male, Nicaragua
60, HS-grad, Adm-clerical, Unmarried, Female, United-States
47, 11th, Other-service, Husband, Male, United-States
54, HS-grad, Farming-fishing, Husband, Male, United-States
32, Masters, Prof-specialty, Not-in-family, Male, United-States
61, Some-college, Sales, Husband, Male, United-States
21, HS-grad, Craft-repair, Not-in-family, Male, United-States
29, Some-college, Exec-managerial, Other-relative, Male, United-States
36, HS-grad, Other-service, Unmarried, Female, United-States
38, HS-grad, Transport-moving, Husband, Male, United-States
59, 10th, Machine-op-inspct, Not-in-family, Male, United-States
43, Some-college, Adm-clerical, Husband, Male, United-States
19, 11th, Machine-op-inspct, Not-in-family, Male, United-States
42, Bachelors, Prof-specialty, Husband, Male, United-States
33, Some-college, Exec-managerial, Husband, Male, United-States
47, HS-grad, Other-service, Wife, Female, United-States
51, HS-grad, Exec-managerial, Husband, Male, United-States
28, Some-college, Sales, Not-in-family, Male, United-States
61, Some-college, Adm-clerical, Unmarried, Female, United-States
23, Bachelors, Prof-specialty, Not-in-family, Female, United-States
31, 9th, Craft-repair, Husband, Male, United-States
38, 11th, Exec-managerial, Not-in-family, Male, United-States
21, 9th, Handlers-cleaners, Other-relative, Male, Mexico
22, HS-grad, Craft-repair, Own-child, Male, United-States
35, Masters, Prof-specialty, Husband, Male, United-States
53, Bachelors, Exec-managerial, Husband, Male, United-States
40, HS-grad, Exec-managerial, Wife, Female, United-States
36, HS-grad, Adm-clerical, Husband, Male, United-States
33, HS-grad, Transport-moving, Husband, Male, United-States
23, HS-grad, Adm-clerical, Not-in-family, Female, United-States
51, HS-grad, Craft-repair, Husband, Male, United-States
31, HS-grad, Sales, Other-relative, Male, United-States
28, HS-grad, Adm-clerical, Not-in-family, Female, United-States
26, Bachelors, Sales, Not-in-family, Male, United-States
32, Bachelors, Protective-serv, Not-in-family, Male, United-States
43, Bachelors, Prof-specialty, Not-in-family, Male, United-States
19, HS-grad, Other-service, Not-in-family, Female, United-States
46, 11th, Handlers-cleaners, Unmarried, Female, United-States
49, Doctorate, Prof-specialty, Husband, Male, United-States
31, 10th, Other-service, Not-in-family, Female, United-States
45, Bachelors, Exec-managerial, Husband, Male, United-States
41, 5th-6th, Farming-fishing, Husband, Male, Mexico
22, Some-college, Other-service, Own-child, Female, United-States
25, Bachelors, Prof-specialty, Not-in-family, Female, United-States
46, Prof-school, Prof-specialty, Not-in-family, Male, United-States
44, Some-college, Craft-repair, Husband, Male, United-States
25, HS-grad, Machine-op-inspct, Husband, Male, United-States
30, Bachelors, Exec-managerial, Not-in-family, Male, United-States
54, Bachelors, Exec-managerial, Husband, Male, United-States
34, Bachelors, Craft-repair, Husband, Male, United-States
34, HS-grad,, Not-in-family, Male, United-States
30, Bachelors, Prof-specialty, Husband, Male, United-States
21, Assoc-voc, Exec-managerial, Own-child, Female, United-States
27, Bachelors, Prof-specialty, Not-in-family, Female, United-States
29, Some-college, Craft-repair, Own-child, Male, United-States
60, Some-college, Exec-managerial, Husband, Male, United-States
36, Masters, Farming-fishing, Husband, Male, United-States
27, Masters, Sales, Own-child, Female, United-States
57, Some-college, Other-service, Husband, Male, United-States
24, 1st-4th, Other-service, Own-child, Female, Vietnam
63, Some-college, Craft-repair, Unmarried, Male, United-States
29, Bachelors, Protective-serv, Husband, Male, United-States
34, Bachelors, Exec-managerial, Husband, Male, United-States
27, HS-grad, Other-service, Not-in-family, Male, United-States
31, Assoc-voc, Tech-support, Unmarried, Female, United-States
31, Bachelors, Craft-repair, Husband, Male, United-States
55, Some-college, Adm-clerical, Unmarried, Female, United-States
64, HS-grad, Craft-repair, Husband, Male, United-States
20, HS-grad, Sales, Other-relative, Female, United-States
44, HS-grad, Farming-fishing, Husband, Male, United-States
35, 11th, Transport-moving, Not-in-family, Male, United-States
41, Some-college, Exec-managerial, Not-in-family, Female, United-States
38, Some-college, Exec-managerial, Own-child, Female, United-States
21, Some-college, Machine-op-inspct, Own-child, Male,
64, Bachelors, Craft-repair, Husband, Male, United-States
42, 7th-8th, Handlers-cleaners, Not-in-family, Male, United-States
31, Some-college, Exec-managerial, Husband, Male, Germany
42, Assoc-acdm, Transport-moving, Husband, Male, United-States
35, Assoc-acdm, Other-service, Wife, Female, United-States
36, Some-college, Exec-managerial, Unmarried, Female, United-States
23, 12th, Machine-op-inspct, Other-relative, Male, Mexico
20, Some-college, Adm-clerical, Own-child, Male, United-States
26, Bachelors, Prof-specialty, Not-in-family, Female, United-States
56, Bachelors, Transport-moving, Not-in-family, Male, United-States
40, Assoc-acdm, Other-service, Not-in-family, Female, United-States
19, 11th, Handlers-cleaners, Own-child, Male, United-States
33, HS-grad, Machine-op-inspct, Not-in-family, Female, United-States
45, Assoc-acdm, Adm-clerical, Not-in-family, Male, Columbia
41, HS-grad, Prof-specialty, Husband, Male, United-States
29, HS-grad, Other-service, Husband, Male, United-States
46, Masters, Prof-specialty, Wife, Female, United-States
48, Assoc-acdm, Transport-moving, Husband, Male, United-States
38, HS-grad, Sales, Husband, Male, United-States
29, Some-college, Adm-clerical, Own-child, Female, United-States
35, HS-grad, Craft-repair, Husband, Male, United-States
59, Bachelors, Protective-serv, Husband, Male, United-States
27, HS-grad, Other-service, Own-child, Male, United-States
43, Some-college, Handlers-cleaners, Husband, Male, United-States
70, Bachelors, Exec-managerial, Husband, Male, Cuba
30, HS-grad, Machine-op-inspct, Own-child, Male, United-States
24, Some-college, Transport-moving, Husband, Male, United-States
76, HS-grad, Protective-serv, Husband, Male, United-States
25, HS-grad, Craft-repair, Own-child, Male, Mexico
39, Assoc-acdm, Other-service, Own-child, Female, United-States
36, Bachelors, Prof-specialty, Unmarried, Female, United-States
23, 12th, Machine-op-inspct, Own-child, Female, United-States
60, 7th-8th, Machine-op-inspct, Unmarried, Female, United-States
20, Some-college,, Own-child, Male, United-States
54, 1st-4th, Craft-repair, Husband, Male, Haiti
20, Some-college, Sales, Not-in-family, Female, United-States
22, HS-grad, Adm-clerical, Own-child, Male, United-States
24, Bachelors, Prof-specialty, Own-child, Female, United-States
41, HS-grad, Craft-repair, Husband, Male, United-States
35, Some-college, Craft-repair, Husband, Male, United-States
23, 5th-6th, Handlers-cleaners, Not-in-family, Male, Mexico
54, Doctorate, Exec-managerial, Husband, Male, United-States
17, 11th, Handlers-cleaners, Own-child, Male, United-States
43, HS-grad, Adm-clerical, Unmarried, Female, United-States
33, 12th, Craft-repair, Not-in-family, Male, United-States
30, Prof-school, Prof-specialty, Own-child, Female,
38, Some-college, Adm-clerical, Not-in-family, Male, United-States
54, HS-grad, Other-service, Husband, Male, United-States
39, HS-grad, Machine-op-inspct, Not-in-family, Female, United-States
32, Some-college, Tech-support, Not-in-family, Male, United-States
61, 7th-8th, Adm-clerical, Husband, Male, United-States
24, Assoc-voc,, Wife, Female, United-States
22, Bachelors, Exec-managerial, Own-child, Male, United-States
34, HS-grad, Other-service, Husband, Male, United-States
18, 10th, Priv-house-serv, Own-child, Female, United-States
20, HS-grad, Craft-repair, Own-child, Male, United-States
53, HS-grad, Tech-support, Unmarried, Male, United-States
32, Some-college, Adm-clerical, Not-in-family, Female, United-States
68, Some-college, Other-service, Husband, Male, United-States
28, Some-college, Other-service, Unmarried, Female, United-States
28, Some-college, Transport-moving, Husband, Male, El-Salvador
54, Some-college, Prof-specialty, Husband, Male, Haiti
21, Some-college,, Own-child, Male, United-States
52, Bachelors, Exec-managerial, Unmarried, Female,
25, Some-college, Craft-repair, Husband, Male, United-States
30, Masters, Prof-specialty, Husband, Male, India
33, Some-college, Other-service, Not-in-family, Male, United-States
49, Bachelors, Tech-support, Unmarried, Female, India
58, 7th-8th, Other-service, Not-in-family, Female, United-States
45, Assoc-voc, Prof-specialty, Husband, Male, United-States
67, 7th-8th, Transport-moving, Husband, Male, United-States
42, Bachelors, Prof-specialty, Not-in-family, Male,
69, HS-grad, Other-service, Husband, Male, United-States
61, HS-grad, Exec-managerial, Not-in-family, Female, United-States
34, Some-college, Craft-repair, Husband, Male, United-States
28, Some-college, Craft-repair, Husband, Male, United-States
19, HS-grad, Machine-op-inspct, Own-child, Female, United-States
31, Some-college, Craft-repair, Husband, Male, United-States
32, Some-college, Exec-managerial, Not-in-family, Male, United-States
76, Prof-school,, Husband, Male, United-States
53, Assoc-acdm, Exec-managerial, Not-in-family, Female, United-States
46, HS-grad, Adm-clerical, Unmarried, Female, United-States
43, 7th-8th, Farming-fishing, Husband, Male, Cuba
48, HS-grad,, Husband, Male, United-States
39, Some-college, Farming-fishing, Husband, Male, United-States
59, 7th-8th, Transport-moving, Not-in-family, Male, United-States
19, Some-college, Sales, Own-child, Female, United-States
40, Some-college, Machine-op-inspct, Husband, Male, United-States
63, 10th, Farming-fishing, Husband, Male, United-States
44, Some-college,, Unmarried, Female, Poland
46, Some-college, Sales, Unmarried, Female, United-States
22, 10th, Machine-op-inspct, Unmarried, Male, United-States
36, Assoc-acdm, Prof-specialty, Not-in-family, Male, United-States
57, Some-college, Craft-repair, Husband, Male, United-States
58, HS-grad, Other-service, Other-relative, Male, United-States
25, Bachelors,, Not-in-family, Male, Taiwan
59, Some-college, Transport-moving, Husband, Male, United-States
36, HS-grad, Craft-repair, Husband, Male, United-States
29, Masters, Exec-managerial, Husband, Male, Germany
49, Bachelors, Prof-specialty, Unmarried, Male, United-States
42, Assoc-acdm, Sales, Husband, Male, United-States
43, Some-college, Transport-moving, Husband, Male, United-States
46, HS-grad, Exec-managerial, Husband, Male, United-States
43, Some-college, Exec-managerial, Not-in-family, Female, United-States
40, Assoc-acdm, Transport-moving, Unmarried, Female, United-States
43, 12th, Transport-moving, Husband, Male, United-States
48, HS-grad, Adm-clerical, Not-in-family, Female, United-States
26, HS-grad, Handlers-cleaners, Own-child, Male, United-States
30, Assoc-voc, Adm-clerical, Wife, Female, United-States
58, Some-college, Sales, Husband, Male, United-States
43, HS-grad, Farming-fishing, Not-in-family, Male, United-States
53, HS-grad, Other-service, Husband, Male, United-States
74, Some-college, Sales, Not-in-family, Male, United-States
64, Some-college,, Unmarried, Female, United-States
45, Bachelors, Prof-specialty, Husband, Male, United-States
32, 5th-6th, Machine-op-inspct, Own-child, Female, United-States
23, 10th,, Own-child, Female, United-States
38, Some-college, Sales, Wife, Female, United-States
42, Bachelors, Sales, Husband, Male, United-States
24, Some-college, Protective-serv, Unmarried, Male, United-States
63, HS-grad, Sales, Husband, Male, United-States
25, Some-college, Adm-clerical, Own-child, Female, United-States
37, Some-college, Craft-repair, Husband, Male, United-States
28, HS-grad, Craft-repair, Husband, Male, Italy
31, Some-college, Other-service, Husband, Male, United-States
46, Prof-school, Prof-specialty, Husband, Male, United-States
44, Bachelors, Sales, Unmarried, Male, United-States
42, Masters, Prof-specialty, Not-in-family, Female, United-States
45, Doctorate, Exec-managerial, Unmarried, Male, United-States
52, Bachelors, Sales, Not-in-family, Male, United-States
40, Bachelors, Exec-managerial, Husband, Male, United-States
26, HS-grad, Sales, Own-child, Male, United-States
55, Bachelors, Craft-repair, Not-in-family, Male,
17, 10th, Other-service, Own-child, Female, United-States
27, Some-college, Other-service, Husband, Male, United-States
71, Some-college, Exec-managerial, Husband, Male, United-States
35, Bachelors, Prof-specialty, Husband, Male, United-States
17, 10th, Other-service, Own-child, Male, United-States
26, HS-grad, Transport-moving, Husband, Male, United-States
22, Some-college, Machine-op-inspct, Not-in-family, Female, United-States
51, Bachelors, Exec-managerial, Husband, Male, United-States
33, Some-college, Craft-repair, Husband, Male, United-States
41, Assoc-acdm, Exec-managerial, Husband, Male, United-States
50, Masters, Exec-managerial, Husband, Male, United-States
26, HS-grad, Adm-clerical, Wife, Female, United-States
21, HS-grad, Handlers-cleaners, Not-in-family, Female, United-States
53, HS-grad, Machine-op-inspct, Husband, Male, United-States
32, HS-grad, Exec-managerial, Husband, Male, United-States
19, Some-college, Sales, Own-child, Female, United-States
22, Bachelors, Adm-clerical, Own-child, Female, United-States
58, HS-grad, Exec-managerial, Husband, Male, United-States
47, Bachelors, Exec-managerial, Not-in-family, Male, United-States
51, Some-college, Exec-managerial, Husband, Male, United-States
42, Bachelors, Exec-managerial, Husband, Male, United-States
28, Bachelors, Exec-managerial, Own-child, Male, United-States
29, HS-grad, Adm-clerical, Wife, Female, Vietnam
50, HS-grad, Exec-managerial, Husband, Male, United-States
22, Some-college, Other-service, Not-in-family, Female, United-States
47, Some-college, Other-service, Not-in-family, Female, United-States
60, Some-college, Sales, Unmarried, Female, United-States
46, HS-grad, Sales, Own-child, Female, United-States
58, Bachelors, Prof-specialty, Husband, Male, United-States
62, Some-college, Adm-clerical, Not-in-family, Female, United-States
47, Masters, Prof-specialty, Husband, Male,
59, HS-grad, Machine-op-inspct, Not-in-family, Female, United-States
41, HS-grad, Other-service, Unmarried, Female, Mexico
31, HS-grad, Adm-clerical, Wife, Female, United-States
18, HS-grad, Adm-clerical, Own-child, Female, United-States
64, HS-grad, Craft-repair, Husband, Male, United-States
51, HS-grad, Transport-moving, Husband, Male, United-States
47, Bachelors, Sales, Not-in-family, Male, United-States
68, Bachelors, Sales, Not-in-family, Male, United-States
32, HS-grad, Other-service, Wife, Female, United-States
39, 9th, Handlers-cleaners, Husband, Male, Mexico
37, Assoc-acdm, Exec-managerial, Not-in-family, Female, United-States
29, HS-grad, Other-service, Own-child, Female, United-States
44, HS-grad, Farming-fishing, Husband, Male, United-States
46, Prof-school, Prof-specialty, Husband, Male, United-States
40, 9th, Craft-repair, Husband, Male, United-States
19, HS-grad,, Own-child, Male, United-States
65, HS-grad,, Husband, Male, United-States
52, Bachelors, Adm-clerical, Wife, Female, United-States
40, Bachelors, Exec-managerial, Husband, Male, United-States
61, 9th, Other-service, Not-in-family, Male, United-States
30, HS-grad, Exec-managerial, Husband, Male, United-States
